Id,Date,Sales_USD_cumsum,Number_of_Sales_cumsum,Active_Market_Wallets_cumsum,Primary_Sales_cumsum,Secondary_Sales_cumsum,AverageUSD_cum,Sales_USD,Number_of_Sales,Active_Market_Wallets,Primary_Sales
508,2018-11-11,60908697.46,1936432,91870.0,1362450,729.0,31.45,232306.8999999990,4138.0,91.0,3409.0
509,2018-11-12,61005429.96,1940417,91929.0,1365604,831.0,31.44,96732.5,3985.0,59.0,3154.0
510,2018-11-13,61164733.9,1945734,91960.0,1369867,1054.0,31.44,159303.93999999800,5317.0,31.0,4263.0
511,2018-11-14,61301965.86,1951214,92142.0,1374276,1071.0,31.42,137231.9600000010,5480.0,182.0,4409.0
512,2018-11-15,61427120.23,1961455,92207.0,1382991,1526.0,31.32,125154.36999999700,10241.0,65.0,8715.0
513,2018-11-16,61519551.61,1968039,92292.0,1388442,1133.0,31.26,92431.38000000270,6584.0,85.0,5451.0
514,2018-11-17,61559202.57,1972914,92344.0,1392405,912.0,31.2,39650.960000000900,4875.0,52.0,3963.0
515,2018-11-18,61617357.56,1977537,92403.0,1395987,1041.0,31.16,58154.990000002100,4623.0,59.0,3582.0
516,2018-11-19,61720238.34,1981626,92444.0,1399310,766.0,31.15,102880.78000000100,4089.0,41.0,3323.0
517,2018-11-20,61789716.25,1985658,92529.0,1402535,807.0,31.12,69477.90999999640,4032.0,85.0,3225.0
518,2018-11-21,61830565.89,1992093,92592.0,1407972,998.0,31.04,40849.640000000600,6435.0,63.0,5437.0
519,2018-11-22,61883785.87,1998720,92671.0,1413469,1130.0,30.96,53219.97999999670,6627.0,79.0,5497.0
520,2018-11-23,61953203.85,2003332,92743.0,1417160,921.0,30.93,69417.98000000420,4612.0,72.0,3691.0
521,2018-11-24,62002092.44,2007876,92776.0,1420876,828.0,30.88,48888.589999996100,4544.0,33.0,3716.0
522,2018-11-25,62033880.91,2013057,92831.0,1425250,807.0,30.82,31788.469999998800,5181.0,55.0,4374.0
523,2018-11-26,62084745.31,2019035,93016.0,1430082,1146.0,30.75,50864.40000000600,5978.0,185.0,4832.0
524,2018-11-27,62130054.74,2025173,93116.0,1435167,1053.0,30.68,45309.4299999997,6138.0,100.0,5085.0
525,2018-11-28,62180092.76,2030302,93179.0,1439282,1014.0,30.63,50038.01999999580,5129.0,63.0,4115.0
526,2018-11-29,62278317.67,2034929,93388.0,1443003,906.0,30.6,98224.91000000390,4627.0,209.0,3721.0
527,2018-11-30,62382590.19,2041032,93544.0,1448115,991.0,30.56,104272.51999999600,6103.0,156.0,5112.0
528,2018-12-01,62441696.44,2051912,93645.0,1457577,1418.0,30.43,59106.25,10880.0,101.0,9462.0
529,2018-12-02,62496110.85,2059399,93727.0,1464097,967.0,30.35,54414.410000003900,7487.0,82.0,6520.0
530,2018-12-03,62531513.97,2066608,93806.0,1470172,1134.0,30.26,35403.11999999730,7209.0,79.0,6075.0
531,2018-12-04,62575689.6,2072935,93904.0,1475495,1004.0,30.19,44175.63000000270,6327.0,98.0,5323.0
532,2018-12-05,62632739.09,2086659,94055.0,1480117,9102.0,30.02,57049.490000002100,13724.0,151.0,4622.0
533,2018-12-06,62667949.84,2092303,94108.0,1484606,1155.0,29.95,35210.75,5644.0,53.0,4489.0
534,2018-12-07,62702239.02,2098744,94241.0,1488770,2277.0,29.88,34289.1799999997,6441.0,133.0,4164.0
535,2018-12-08,62765273.8,2103033,94309.0,1491330,1729.0,29.85,63034.77999999370,4289.0,68.0,2560.0
536,2018-12-09,62808412.67,2107508,94356.0,1494607,1198.0,29.8,43138.87000000480,4475.0,47.0,3277.0
537,2018-12-10,62839316.64,2110623,94425.0,1496611,1111.0,29.77,30903.969999998800,3115.0,69.0,2004.0
538,2018-12-11,63006328.98,2114185,94518.0,1499160,1013.0,29.8,167012.33999999600,3562.0,93.0,2549.0
539,2018-12-12,63884107.09,2118289,94656.0,1502165,1099.0,30.16,877778.1100000070,4104.0,138.0,3005.0
540,2018-12-13,63928454.31,2123666,94716.0,1506480,1062.0,30.1,44347.21999999880,5377.0,60.0,4315.0
541,2018-12-14,64112198.14,2128526,94771.0,1510161,1179.0,30.12,183743.8299999980,4860.0,55.0,3681.0
542,2018-12-15,64225983.89,2134964,94865.0,1515336,1263.0,30.08,113785.75,6438.0,94.0,5175.0
543,2018-12-16,64420264.58,2141005,94931.0,1520269,1108.0,30.09,194280.68999999800,6041.0,66.0,4933.0
544,2018-12-17,64474344.94,2145721,94962.0,1524147,838.0,30.05,54080.359999999400,4716.0,31.0,3878.0
545,2018-12-18,64537597.91,2149491,95059.0,1527028,889.0,30.02,63252.96999999880,3770.0,97.0,2881.0
546,2018-12-19,64926900.97,2153566,95075.0,1530167,936.0,30.15,389303.0600000020,4075.0,16.0,3139.0
547,2018-12-20,65997500.34,2158541,95198.0,1534066,1076.0,30.58,1070599.3700000000,4975.0,123.0,3899.0
548,2018-12-21,68889504.9,2165676,95479.0,1540335,866.0,31.81,2892004.5600000000,7135.0,281.0,6269.0
549,2018-12-22,69488604.59,2169700,95605.0,1543488,871.0,32.03,599099.6899999980,4024.0,126.0,3153.0
550,2018-12-23,70669689.7,2176718,95832.0,1549424,1082.0,32.47,1181085.1100000000,7018.0,227.0,5936.0
551,2018-12-24,70739685.86,2180666,95914.0,1552450,922.0,32.44,69996.15999999640,3948.0,82.0,3026.0
552,2018-12-25,70806581.14,2183839,95963.0,1554823,800.0,32.42,66895.28000000120,3173.0,49.0,2373.0
553,2018-12-26,70832422.01,2186801,96017.0,1556988,797.0,32.39,25840.87000000480,2962.0,54.0,2165.0
554,2018-12-27,70860969.07,2189680,96083.0,1559132,735.0,32.36,28547.059999987500,2879.0,66.0,2144.0
555,2018-12-28,70920253.29,2192927,96148.0,1561484,895.0,32.34,59284.22000001370,3247.0,65.0,2352.0
556,2018-12-29,70945507.22,2196075,96198.0,1563703,929.0,32.31,25253.92999999230,3148.0,50.0,2219.0
557,2018-12-30,71006481.34,2199161,96299.0,1566077,712.0,32.29,60974.12000000480,3086.0,101.0,2374.0
558,2018-12-31,71063015.13,2202516,96340.0,1568691,741.0,32.26,56533.789999991700,3355.0,41.0,2614.0
559,2019-01-01,71084245.9,2204983,96401.0,1570448,710.0,32.24,21230.77000001070,2467.0,61.0,1757.0
560,2019-01-02,71112148.03,2207674,96543.0,1572367,772.0,32.21,27902.12999999520,2691.0,142.0,1919.0
561,2019-01-03,71157226.93,2210421,96629.0,1574293,821.0,32.19,45078.90000000600,2747.0,86.0,1926.0
562,2019-01-04,71210196.75,2213169,96708.0,1576256,785.0,32.18,52969.81999999290,2748.0,79.0,1963.0
563,2019-01-05,71239505.57,2216027,96772.0,1578368,746.0,32.15,29308.819999992800,2858.0,64.0,2112.0
564,2019-01-06,71972763.02,2218787,96808.0,1580287,841.0,32.44,733257.450000003,2760.0,36.0,1919.0
565,2019-01-07,72010045.21,2221937,96880.0,1582468,969.0,32.41,37282.189999997600,3150.0,72.0,2181.0
566,2019-01-08,72065939.91,2224317,96947.0,1584071,777.0,32.4,55894.70000000300,2380.0,67.0,1603.0
567,2019-01-09,72107046.22,2226839,96967.0,1585846,747.0,32.38,41106.310000002400,2522.0,20.0,1775.0
568,2019-01-10,72152598.17,2230760,97078.0,1588152,1615.0,32.34,45551.95000000300,3921.0,111.0,2306.0
569,2019-01-11,72212785.54,2238886,97162.0,1594503,1775.0,32.25,60187.37000000480,8126.0,84.0,6351.0
570,2019-01-12,72283540.32,2244791,97213.0,1599188,1220.0,32.2,70754.77999998630,5905.0,51.0,4685.0
571,2019-01-13,72373794.08,2250398,97285.0,1603393,1402.0,32.16,90253.76000000540,5607.0,72.0,4205.0
572,2019-01-14,72466168.57,2254864,97333.0,1606678,1181.0,32.14,92374.48999999460,4466.0,48.0,3285.0
573,2019-01-15,72498325.23,2259130,97491.0,1609906,1038.0,32.09,32156.660000011300,4266.0,158.0,3228.0
574,2019-01-16,72557491.78,2263535,97572.0,1613309,1002.0,32.05,59166.54999999700,4405.0,81.0,3403.0
575,2019-01-17,72602799.4,2267327,97596.0,1615954,1147.0,32.02,45307.62000000480,3792.0,24.0,2645.0
576,2019-01-18,72660144.44,2271844,97654.0,1619401,1070.0,31.98,57345.039999991700,4517.0,58.0,3447.0
577,2019-01-19,72701694.99,2276122,97850.0,1622413,1266.0,31.94,41550.54999999700,4278.0,196.0,3012.0
578,2019-01-20,72766620.5,2280868,97931.0,1625509,1650.0,31.9,64925.510000005400,4746.0,81.0,3096.0
579,2019-01-21,72800019.01,2285133,97979.0,1628546,1228.0,31.86,33398.510000005400,4265.0,48.0,3037.0
580,2019-01-22,72824024.82,2287656,98072.0,1630166,903.0,31.83,24005.809999987500,2523.0,93.0,1620.0
581,2019-01-23,72851666.88,2290710,98182.0,1632119,1101.0,31.8,27642.060000002400,3054.0,110.0,1953.0
582,2019-01-24,72880060.35,2294557,98310.0,1635004,962.0,31.76,28393.469999998800,3847.0,128.0,2885.0
583,2019-01-25,72925789.62,2297884,98470.0,1637195,1136.0,31.74,45729.27000001070,3327.0,160.0,2191.0
584,2019-01-26,72962164.94,2305409,98595.0,1643078,1642.0,31.65,36375.31999999290,7525.0,125.0,5883.0
585,2019-01-27,73024230.14,2312360,98674.0,1648670,1359.0,31.58,62065.20000000300,6951.0,79.0,5592.0
586,2019-01-28,73084258.27,2317015,98824.0,1652132,1193.0,31.54,60028.12999999520,4655.0,150.0,3462.0
587,2019-01-29,73110408.55,2320337,98875.0,1654275,1179.0,31.51,26150.280000001200,3322.0,51.0,2143.0
588,2019-01-30,74000187.38,2323722,98963.0,1656527,1133.0,31.85,889778.8299999980,3385.0,88.0,2252.0
589,2019-01-31,74028029.16,2326709,98991.0,1658609,905.0,31.82,27841.780000001200,2987.0,28.0,2082.0
590,2019-02-01,74060083.34,2330595,99114.0,1661196,1299.0,31.78,32054.180000007200,3886.0,123.0,2587.0
591,2019-02-02,74096598.53,2334745,99288.0,1664332,1014.0,31.74,36515.189999997600,4150.0,174.0,3136.0
592,2019-02-03,74137319.98,2339478,99489.0,1667842,1223.0,31.69,40721.45000000300,4733.0,201.0,3510.0
593,2019-02-04,74170174.56,2342756,99579.0,1670014,1106.0,31.66,32854.57999999820,3278.0,90.0,2172.0
594,2019-02-05,74224445.86,2345756,99711.0,1672003,1011.0,31.64,54271.29999999700,3000.0,132.0,1989.0
595,2019-02-06,74277798.17,2348315,99851.0,1673658,904.0,31.63,53352.310000002400,2559.0,140.0,1655.0
596,2019-02-07,74312509.58,2351163,100019.0,1675646,860.0,31.61,34711.409999996400,2848.0,168.0,1988.0
597,2019-02-08,74340995.67,2354362,100128.0,1678059,786.0,31.58,28486.090000003600,3199.0,109.0,2413.0
598,2019-02-09,74367152.12,2360413,100229.0,1682709,1401.0,31.51,26156.45000000300,6051.0,101.0,4650.0
599,2019-02-10,74421249.8,2366101,100284.0,1687081,1316.0,31.45,54097.67999999230,5688.0,55.0,4372.0
600,2019-02-11,74467346.39,2370703,100334.0,1690229,1454.0,31.41,46096.590000003600,4602.0,50.0,3148.0
601,2019-02-12,74494735.11,2374606,100399.0,1692846,1286.0,31.37,27388.719999998800,3903.0,65.0,2617.0
602,2019-02-13,74521207.47,2378405,100451.0,1695328,1317.0,31.33,26472.359999999400,3799.0,52.0,2482.0
603,2019-02-14,74554007.76,2383094,100490.0,1698793,1224.0,31.28,32800.29000000660,4689.0,39.0,3465.0
604,2019-02-15,74587946.34,2386801,100593.0,1701360,1140.0,31.25,33938.57999999820,3707.0,103.0,2567.0
605,2019-02-16,74617141.31,2393432,100806.0,1706543,1448.0,31.18,29194.969999998800,6631.0,213.0,5183.0
606,2019-02-17,74677854.24,2398695,100980.0,1710316,1490.0,31.13,60712.92999999230,5263.0,174.0,3773.0
607,2019-02-18,74715625.7,2403185,101017.0,1713626,1180.0,31.09,37771.460000008300,4490.0,37.0,3310.0
608,2019-02-19,74775724.3,2405816,101086.0,1715209,1048.0,31.08,60098.59999999400,2631.0,69.0,1583.0
609,2019-02-20,74835000.17,2408851,101136.0,1717054,1190.0,31.07,59275.87000000480,3035.0,50.0,1845.0
610,2019-02-21,74889040.67,2412505,101189.0,1719281,1427.0,31.04,54040.5,3654.0,53.0,2227.0
611,2019-02-22,74931254.29,2416910,101263.0,1722334,1352.0,31.0,42213.62000000480,4405.0,74.0,3053.0
612,2019-02-23,74969026.08,2421834,101291.0,1725792,1466.0,30.96,37771.789999991700,4924.0,28.0,3458.0
613,2019-02-24,75002523.71,2425881,101333.0,1728891,948.0,30.92,33497.62999999520,4047.0,42.0,3099.0
614,2019-02-25,75042630.38,2430067,101412.0,1732131,946.0,30.88,40106.67000000180,4186.0,79.0,3240.0
615,2019-02-26,75099164.27,2434586,101554.0,1735672,978.0,30.85,56533.890000000600,4519.0,142.0,3541.0
616,2019-02-27,75157019.14,2437462,101787.0,1737547,1001.0,30.83,57854.87000000480,2876.0,233.0,1875.0
617,2019-02-28,75201432.41,2439974,101853.0,1739048,1011.0,30.82,44413.26999999580,2512.0,66.0,1501.0
618,2019-03-01,75257595.51,2443706,101968.0,1741536,1244.0,30.8,56163.10000000890,3732.0,115.0,2488.0
619,2019-03-02,75352948.62,2449247,102040.0,1745566,1511.0,30.77,95353.1099999994,5541.0,72.0,4030.0
620,2019-03-03,75413891.08,2456201,102125.0,1751027,1493.0,30.7,60942.45999999340,6954.0,85.0,5461.0
621,2019-03-04,75504106.78,2461409,102221.0,1755081,1154.0,30.68,90215.70000000300,5208.0,96.0,4054.0
622,2019-03-05,75601210.87,2466233,102337.0,1758634,1271.0,30.65,97104.09000000360,4824.0,116.0,3553.0
623,2019-03-06,75669780.25,2471446,102398.0,1762474,1373.0,30.62,68569.37999999520,5213.0,61.0,3840.0
624,2019-03-07,75727898.88,2477163,102513.0,1767033,1158.0,30.57,58118.62999999520,5717.0,115.0,4559.0
625,2019-03-08,75807106.09,2483787,102560.0,1772142,1515.0,30.52,79207.21000000830,6624.0,47.0,5109.0
626,2019-03-09,75876420.9,2490044,102702.0,1776986,1413.0,30.47,69314.81000000240,6257.0,142.0,4844.0
627,2019-03-10,75957360.52,2494791,102805.0,1780434,1299.0,30.45,80939.61999998990,4747.0,103.0,3448.0
628,2019-03-11,76010523.31,2498854,102897.0,1783057,1440.0,30.42,53162.79000000660,4063.0,92.0,2623.0
629,2019-03-12,76120706.31,2503351,103049.0,1785965,1589.0,30.41,110183.0,4497.0,152.0,2908.0
630,2019-03-13,76182591.0,2507321,103100.0,1788629,1306.0,30.38,61884.689999997600,3970.0,51.0,2664.0
631,2019-03-14,76259385.51,2511237,103293.0,1791316,1229.0,30.37,76794.51000000540,3916.0,193.0,2687.0
632,2019-03-15,76329897.81,2515848,103393.0,1794333,1594.0,30.34,70512.29999999700,4611.0,100.0,3017.0
633,2019-03-16,76392724.78,2523290,103471.0,1800103,1672.0,30.28,62826.96999999880,7442.0,78.0,5770.0
634,2019-03-17,76476659.62,2529944,103592.0,1805319,1438.0,30.23,83934.84000000360,6654.0,121.0,5216.0
635,2019-03-18,76549574.89,2535233,103687.0,1809358,1250.0,30.19,72915.26999999580,5289.0,95.0,4039.0
636,2019-03-19,76616901.83,2540306,103795.0,1813084,1347.0,30.16,67326.93999999760,5073.0,108.0,3726.0
637,2019-03-20,76683477.09,2545242,103867.0,1816588,1432.0,30.13,66575.26000000540,4936.0,72.0,3504.0
638,2019-03-21,76737721.25,2549747,103992.0,1819428,1665.0,30.1,54244.159999996400,4505.0,125.0,2840.0
639,2019-03-22,76792987.42,2554740,104152.0,1822756,1665.0,30.06,55266.17000000180,4993.0,160.0,3328.0
640,2019-03-23,76872436.21,2560884,104233.0,1827534,1366.0,30.02,79448.78999999170,6144.0,81.0,4778.0
641,2019-03-24,76964160.38,2567209,104315.0,1832471,1388.0,29.98,91724.17000000180,6325.0,82.0,4937.0
642,2019-03-25,77028738.03,2572519,104452.0,1836276,1505.0,29.94,64577.65000000600,5310.0,137.0,3805.0
643,2019-03-26,77110114.36,2577376,104542.0,1839514,1619.0,29.92,81376.32999999820,4857.0,90.0,3238.0
644,2019-03-27,77161783.64,2581878,104642.0,1842579,1437.0,29.89,51669.28000000120,4502.0,100.0,3065.0
645,2019-03-28,77277217.16,2586038,104790.0,1845212,1527.0,29.88,115433.51999999600,4160.0,148.0,2633.0
646,2019-03-29,77390279.78,2612747,105032.0,1870433,1488.0,29.62,113062.62000000500,26709.0,242.0,25221.0
647,2019-03-30,77462293.56,2622364,105226.0,1878147,1903.0,29.54,72013.78000000120,9617.0,194.0,7714.0
648,2019-03-31,77540651.63,2633236,105248.0,1887022,1997.0,29.45,78358.06999999290,10872.0,22.0,8875.0
649,2019-04-01,77638970.99,2641329,105339.0,1893672,1443.0,29.39,98319.3599999994,8093.0,91.0,6650.0
650,2019-04-02,77757668.33,2646808,105527.0,1897689,1462.0,29.38,118697.34000000400,5479.0,188.0,4017.0
651,2019-04-03,77827960.32,2651123,105664.0,1900910,1094.0,29.36,70291.98999999460,4315.0,137.0,3221.0
652,2019-04-04,77919857.11,2654992,105789.0,1903572,1207.0,29.35,91896.79000000660,3869.0,125.0,2662.0
653,2019-04-05,77995759.42,2658733,105857.0,1906242,1071.0,29.34,75902.31000000240,3741.0,68.0,2670.0
654,2019-04-06,78052338.48,2663028,105878.0,1909362,1175.0,29.31,56579.060000002400,4295.0,21.0,3120.0
655,2019-04-07,78118993.84,2667100,105959.0,1912386,1048.0,29.29,66655.3599999994,4072.0,81.0,3024.0
656,2019-04-08,78180400.53,2670017,106087.0,1914345,958.0,29.28,61406.689999997600,2917.0,128.0,1959.0
657,2019-04-09,78243297.34,2673380,106183.0,1916778,930.0,29.27,62896.810000002400,3363.0,96.0,2433.0
658,2019-04-10,78297613.12,2676939,106262.0,1919469,868.0,29.25,54315.78000000120,3559.0,79.0,2691.0
659,2019-04-11,78359844.62,2680019,106420.0,1921744,805.0,29.24,62231.5,3080.0,158.0,2275.0
660,2019-04-12,78434953.47,2683757,106621.0,1924566,916.0,29.23,75108.84999999400,3738.0,201.0,2822.0
661,2019-04-13,78497771.43,2690317,106711.0,1929866,1260.0,29.18,62817.960000008300,6560.0,90.0,5300.0
662,2019-04-14,78542102.33,2697584,106881.0,1935959,1174.0,29.12,44330.89999999110,7267.0,170.0,6093.0
663,2019-04-15,78640649.66,2701361,106955.0,1938841,895.0,29.11,98547.32999999820,3777.0,74.0,2882.0
664,2019-04-16,78700926.4,2705333,107018.0,1941804,1009.0,29.09,60276.74000000950,3972.0,63.0,2963.0
665,2019-04-17,78742424.15,2709730,107091.0,1945003,1198.0,29.06,41497.75,4397.0,73.0,3199.0
666,2019-04-18,78789579.16,2714200,107243.0,1948292,1181.0,29.03,47155.00999999050,4470.0,152.0,3289.0
667,2019-04-19,78842649.08,2719267,107330.0,1952355,1004.0,28.99,53069.92000000180,5067.0,87.0,4063.0
668,2019-04-20,78888576.49,2723943,107424.0,1955859,1172.0,28.96,45927.409999996400,4676.0,94.0,3504.0
669,2019-04-21,78948877.5,2728502,107485.0,1959444,974.0,28.93,60301.010000005400,4559.0,61.0,3585.0
670,2019-04-22,78991331.39,2732488,107540.0,1962540,890.0,28.91,42453.890000000600,3986.0,55.0,3096.0
671,2019-04-23,79041017.91,2736294,107643.0,1965338,1008.0,28.89,49686.51999999580,3806.0,103.0,2798.0
672,2019-04-24,79142835.41,2740146,107728.0,1968035,1155.0,28.88,101817.5,3852.0,85.0,2697.0
673,2019-04-25,79187168.28,2744098,107814.0,1970985,1002.0,28.86,44332.87000000480,3952.0,86.0,2950.0
674,2019-04-26,79237498.0,2747773,107929.0,1973767,893.0,28.84,50329.71999999880,3675.0,115.0,2782.0
675,2019-04-27,79308856.9,2752420,108029.0,1977142,1272.0,28.81,71358.90000000600,4647.0,100.0,3375.0
676,2019-04-28,79355796.71,2757057,108146.0,1980571,1208.0,28.78,46939.80999998750,4637.0,117.0,3429.0
677,2019-04-29,79395902.39,2760911,108249.0,1983360,1065.0,28.76,40105.68000000720,3854.0,103.0,2789.0
678,2019-04-30,79601602.78,2764992,108383.0,1986334,1107.0,28.79,205700.3900000010,4081.0,134.0,2974.0
679,2019-05-01,79646084.86,2770262,108510.0,1990272,1332.0,28.75,44482.07999999820,5270.0,127.0,3938.0
680,2019-05-02,79715505.04,2775112,108552.0,1993915,1207.0,28.73,69420.18000000720,4850.0,42.0,3643.0
681,2019-05-03,79765510.3,2779295,108697.0,1997107,991.0,28.7,50005.25999999050,4183.0,145.0,3192.0
682,2019-05-04,79809435.31,2784200,108960.0,2000755,1257.0,28.67,43925.010000005400,4905.0,263.0,3648.0
683,2019-05-05,79865156.4,2788594,109061.0,2004090,1059.0,28.64,55721.090000003600,4394.0,101.0,3335.0
684,2019-05-06,79903413.32,2792281,109179.0,2006653,1124.0,28.62,38256.91999998690,3687.0,118.0,2563.0
685,2019-05-07,79941227.92,2794586,109372.0,2008009,949.0,28.61,37814.60000000890,2305.0,193.0,1356.0
686,2019-05-08,79994460.3,2798708,109524.0,2011219,912.0,28.58,53232.37999999520,4122.0,152.0,3210.0
687,2019-05-09,80036520.29,2802865,109683.0,2014186,1190.0,28.56,42059.99000000950,4157.0,159.0,2967.0
688,2019-05-10,80123900.59,2808345,109878.0,2018314,1352.0,28.53,87380.29999999700,5480.0,195.0,4128.0
689,2019-05-11,80173249.16,2815666,110023.0,2024404,1231.0,28.47,49348.56999999290,7321.0,145.0,6090.0
690,2019-05-12,80236815.14,2821164,110185.0,2028838,1064.0,28.44,63565.98000000420,5498.0,162.0,4434.0
691,2019-05-13,80308062.79,2825853,110395.0,2032515,1012.0,28.42,71247.65000000600,4689.0,210.0,3677.0
692,2019-05-14,80347802.44,2829755,110546.0,2035349,1068.0,28.39,39739.64999999110,3902.0,151.0,2834.0
693,2019-05-15,80418376.4,2832209,110643.0,2036925,878.0,28.39,70573.96000000830,2454.0,97.0,1576.0
694,2019-05-16,80466659.37,2834464,110728.0,2038109,1071.0,28.39,48282.96999999880,2255.0,85.0,1184.0
695,2019-05-17,80590509.86,2837967,110895.0,2040706,906.0,28.4,123850.48999999500,3503.0,167.0,2597.0
696,2019-05-18,80708085.69,2841675,111102.0,2043347,1067.0,28.4,117575.82999999800,3708.0,207.0,2641.0
697,2019-05-19,80794996.82,2845455,111286.0,2046037,1090.0,28.39,86911.12999999520,3780.0,184.0,2690.0
698,2019-05-20,80895839.2,2848872,111492.0,2048521,933.0,28.4,100842.38000001000,3417.0,206.0,2484.0
699,2019-05-21,80992235.31,2852099,111684.0,2050677,1071.0,28.4,96396.1099999994,3227.0,192.0,2156.0
700,2019-05-22,81068212.72,2855381,111724.0,2052618,1341.0,28.39,75977.40999999640,3282.0,40.0,1941.0
701,2019-05-23,81148538.39,2858391,111843.0,2054449,1179.0,28.39,80325.67000000180,3010.0,119.0,1831.0
702,2019-05-24,81316964.12,2862740,112063.0,2057397,1401.0,28.41,168425.73000000400,4349.0,220.0,2948.0
703,2019-05-25,81408772.17,2867818,112143.0,2061133,1342.0,28.39,91808.04999999700,5078.0,80.0,3736.0
704,2019-05-26,81481625.04,2872632,112332.0,2064661,1286.0,28.36,72852.87000000480,4814.0,189.0,3528.0
705,2019-05-27,81668311.26,2877183,112445.0,2067673,1539.0,28.38,186686.2199999990,4551.0,113.0,3012.0
706,2019-05-28,81768322.9,2882451,112556.0,2071643,1298.0,28.37,100011.6400000010,5268.0,111.0,3970.0
707,2019-05-29,81839057.13,2887235,112750.0,2075065,1362.0,28.35,70734.22999998930,4784.0,194.0,3422.0
708,2019-05-30,81904964.1,2893066,112885.0,2079224,1672.0,28.31,65906.96999999880,5831.0,135.0,4159.0
709,2019-05-31,81991307.54,2897746,112934.0,2082558,1346.0,28.29,86343.44000001250,4680.0,49.0,3334.0
710,2019-06-01,82039390.74,2900653,113026.0,2084521,944.0,28.28,48083.19999998810,2907.0,92.0,1963.0
711,2019-06-02,82106194.44,2903654,113171.0,2086520,1002.0,28.28,66803.70000000300,3001.0,145.0,1999.0
712,2019-06-03,82220140.33,2906593,113228.0,2088346,1113.0,28.29,113945.8900000010,2939.0,57.0,1826.0
713,2019-06-04,82263907.6,2909080,113324.0,2089802,1031.0,28.28,43767.26999999580,2487.0,96.0,1456.0
714,2019-06-05,82319953.69,2912312,113392.0,2091631,1403.0,28.27,56046.090000003600,3232.0,68.0,1829.0
715,2019-06-06,82377347.04,2914997,113462.0,2092993,1323.0,28.26,57393.35000000890,2685.0,70.0,1362.0
716,2019-06-07,82482671.21,2918853,113621.0,2095374,1475.0,28.26,105324.16999998700,3856.0,159.0,2381.0
717,2019-06-08,82518393.99,2921986,113678.0,2097516,991.0,28.24,35722.78000000120,3133.0,57.0,2142.0
718,2019-06-09,82566943.02,2926776,113799.0,2100922,1384.0,28.21,48549.03000000120,4790.0,121.0,3406.0
719,2019-06-10,82615460.03,2929806,113892.0,2102751,1201.0,28.2,48517.010000005400,3030.0,93.0,1829.0
720,2019-06-11,82658420.03,2933407,114024.0,2104971,1381.0,28.18,42960.0,3601.0,132.0,2220.0
721,2019-06-12,82726896.89,2937232,114196.0,2106912,1884.0,28.16,68476.8599999994,3825.0,172.0,1941.0
722,2019-06-13,82807420.83,2941501,114315.0,2109093,2088.0,28.15,80523.93999999760,4269.0,119.0,2181.0
723,2019-06-14,82871815.81,2944927,114452.0,2111293,1226.0,28.14,64394.98000000420,3426.0,137.0,2200.0
724,2019-06-15,82930432.58,2948321,114547.0,2113569,1118.0,28.13,58616.76999999580,3394.0,95.0,2276.0
725,2019-06-16,83005365.4,2952412,114656.0,2116331,1329.0,28.11,74932.82000000780,4091.0,109.0,2762.0
726,2019-06-17,83055550.95,2955441,114736.0,2118230,1130.0,28.1,50185.54999999700,3029.0,80.0,1899.0
727,2019-06-18,83190646.95,2958473,114804.0,2119961,1301.0,28.12,135096.0,3032.0,68.0,1731.0
728,2019-06-19,83307043.07,2961417,115005.0,2121656,1249.0,28.13,116396.11999999000,2944.0,201.0,1695.0
729,2019-06-20,83382691.99,2963661,115110.0,2123026,874.0,28.14,75648.92000000180,2244.0,105.0,1370.0
730,2019-06-21,83561867.17,2966947,115324.0,2125046,1266.0,28.16,179175.18000000700,3286.0,214.0,2020.0
731,2019-06-22,83682676.71,2970817,115516.0,2127560,1356.0,28.17,120809.53999999200,3870.0,192.0,2514.0
732,2019-06-23,83738071.44,2974577,115642.0,2129938,1382.0,28.15,55394.73000000420,3760.0,126.0,2378.0
733,2019-06-24,83862964.76,2978376,115836.0,2132529,1208.0,28.16,124893.32000000800,3799.0,194.0,2591.0
734,2019-06-25,83909825.59,2981215,115880.0,2134437,931.0,28.15,46860.82999999820,2839.0,44.0,1908.0
735,2019-06-26,83984955.86,2983996,115974.0,2136185,1033.0,28.15,75130.26999999580,2781.0,94.0,1748.0
736,2019-06-27,84028076.56,2985786,116103.0,2137030,945.0,28.14,43120.70000000300,1790.0,129.0,845.0
737,2019-06-28,84071953.74,2987618,116229.0,2138105,757.0,28.14,43877.17999999230,1832.0,126.0,1075.0
738,2019-06-29,84134781.93,2990472,116279.0,2139985,974.0,28.13,62828.19000001250,2854.0,50.0,1880.0
739,2019-06-30,84174305.18,2992482,116347.0,2141209,786.0,28.13,39523.25,2010.0,68.0,1224.0
740,2019-07-01,84199351.13,2993983,116412.0,2142097,613.0,28.12,25045.94999998810,1501.0,65.0,888.0
741,2019-07-02,84230005.21,2995501,116479.0,2142987,628.0,28.12,30654.079999998200,1518.0,67.0,890.0
742,2019-07-03,84267118.94,2997248,116526.0,2143923,811.0,28.11,37113.73000000420,1747.0,47.0,936.0
743,2019-07-04,84323144.73,2999777,116638.0,2145473,979.0,28.11,56025.79000000660,2529.0,112.0,1550.0
744,2019-07-05,84375179.66,3001901,116787.0,2146934,663.0,28.11,52034.92999999230,2124.0,149.0,1461.0
